gimnasia;VOL;Fernández, Alvaro;3,200,000;96
gimnasia;VOL;Distéfano, David;1,200,000;4
gimnasia;VOL;Pocholo, Juan Pablo;300,000;0
gimnasia;VOL;Mendoza, Javier;1,900,000;108
gimnasia;VOL;Meza, Maximiliano;3,500,000;42
gimnasia;VOL;Miloc, Dardo;2,200,000;55
gimnasia;VOL;Rojas, Jorge;2,500,000;102
gimnasia;VOL;Cardozo, Nery;2,000,000;25
gimnasia;VOL;Nicolaievsky, Diego;300,000;13
gimnasia;VOL;Pouso, Omar;3,400,000;37
gimnasia;VOL;Gorgerino, Maximiliano;300,000;4
gimnasia;DEL;Contín, Leandro;300,000;0
gimnasia;DEL;Paschetta, Leandro;300,000;0
gimnasia;DEL;Bou, Walter;300,000;27
gimnasia;DEL;Lugones, Alejandro;300,000;0
gimnasia;DEL;Vegetti, Pablo;1,700,000;129
godoy-cruz;ARQ;Rey, Rodrigo;1,600,000;0
godoy-cruz;ARQ;Moyano, Sebastián;2,900,000;62
godoy-cruz;ARQ;Ramírez, Roberto;500,000;0
godoy-cruz;DEF;Burgos, Esteban;900,000;31
godoy-cruz;DEF;Olivares, Leandro;800,000;15
godoy-cruz;DEF;Bay, Jonathan;300,000;0
godoy-cruz;DEF;Aguilera, Emanuel;3,000,000;21
godoy-cruz;DEF;Alvacete, Juan I.;2,900,000;16
godoy-cruz;DEF;Ceballos, Lucas;3,400,000;75
godoy-cruz;DEF;Marital, Juan Manuel;600,000;0
godoy-cruz;DEF;Esteban, Burgos;900,000;0
godoy-cruz;DEF;Cosaro, Guillermo;3,500,000;75
godoy-cruz;DEF;García Guerreño, R.;2,500,000;63
godoy-cruz;VOL;Fernández, José Luis;5,600,000;76
godoy-cruz;VOL;Zuqui, Fernando;2,000,000;82
godoy-cruz;VOL;Gallucci Otero, S.;900,000;0
godoy-cruz;VOL;Rodríguez, Diego;3,300,000;81
godoy-cruz;VOL;Angileri, Fabricio;1,700,000;14
godoy-cruz;VOL;Aquino, Claudio;2,600,000;77
godoy-cruz;VOL;González, Daniel;500,000;58
godoy-cruz;VOL;Jerez Silva, Luis;2,300,000;27
godoy-cruz;VOL;Lértora, Federico;4,200,000;35
godoy-cruz;VOL;Cabrera, Gonzalo;300,000;14
godoy-cruz;VOL;Chávez, Jonathan;1,000,000;11
godoy-cruz;DEL;Fernández, Leandro;2,000,000;67
godoy-cruz;DEL;García, Cristian;2,500,000;0
godoy-cruz;DEL;López, Sergio;2,300,000;41
godoy-cruz;DEL;Cooper, Armando;3,200,000;0
godoy-cruz;DEL;Garro, Juan;2,200,000;16
godoy-cruz;DEL;Salinas, Rodrigo;3,000,000;0
godoy-cruz;DEL;Ayoví, Jaime;2,900,000;106
godoy-cruz;DEL;Velázquez, Sergio;500,000;23
godoy-cruz;DEL;Ramírez, Rubén;4,000,000;114
independiente;ARQ;Montoya, Germán;4,000,000;0
independiente;ARQ;Rodríguez, Diego M.;4,700,000;101
independiente;ARQ;Depotte, Alan;300,000;0
independiente;ARQ;Daffonchio, Facundo;500,000;0
independiente;DEF;Vallés, Gabriel;3,600,000;0
independiente;DEF;Velázquez, Julián;3,900,000;0
independiente;DEF;Villalba, Lucas;3,500,000;72
independiente;DEF;Cuesta, Víctor;3,200,000;74
independiente;DEF;Escudero, Sergio;3,500,000;9
independiente;DEF;Figal, Nicolás;3,100,000;49
independiente;DEF;Tula, Cristian;4,000,000;54
independiente;DEF;Beitrembruch, Néstor;300,000;45
independiente;DEF;Ojeda, Sergio;3,700,000;24
independiente;DEF;Barrios, Rafael;300,000;18
independiente;DEF;Zárate, Alexis;1,500,000;70
independiente;VOL;Miranda, Leonel;2,400,000;0
independiente;VOL;Monserrat, Fabián;500,000;0
independiente;VOL;Méndez, Jesús;4,600,000;56
independiente;VOL;Mancuello, Federico;4,500,000;209
independiente;VOL;Bellocq, Franco;3,800,000;33
independiente;VOL;Ortiz, Christian;1,000,000;0
independiente;VOL;Vidal, Marcelo;3,900,000;25
independiente;VOL;Pérez, Iván;500,000;1
independiente;VOL;Pisano, Matías;4,300,000;90
independiente;VOL;Gómez, Rodrigo;4,700,000;22
independiente;VOL;Trejo, Juan Manuel;2,800,000;0
independiente;VOL;Insúa, Federico;5,500,000;0
independiente;VOL;Montenegro, Daniel;6,200,000;123
independiente;DEL;Riaño, Claudio;3,400,000;65
independiente;DEL;Penco, Sebastián;3,800,000;58
independiente;DEL;Pizzini, Francisco;2,500,000;83
independiente;DEL;Vidal, Patricio;800,000;0
independiente;DEL;Benítez, Martín;1,500,000;17
independiente;DEL;Lucero, Juan Martín;4,200,000;68
independiente;DEL;E. Rodríguez, Agustín;500,000;0
lanus;ARQ;Acosta Luna, Aín;300,000;0
lanus;ARQ;Avellaneda, Nicolás;400,000;0
lanus;ARQ;Ibáñez, Matías;3,200,000;22
lanus;ARQ;Marchesín, Agustín;5,800,000;87
lanus;DEF;Velázquez, Maxi;4,400,000;54
lanus;DEF;Pintos, Marcos;400,000;0
lanus;DEF;Balbi, Luciano;3,200,000;0
lanus;DEF;Monteseirín, Facundo;1,000,000;9
lanus;DEF;Silva, Alejandro;2,900,000;0
lanus;DEF;Braghieri, Diego;4,200,000;70
lanus;DEF;Gómez, Gustavo;3,000,000;87
lanus;DEF;Martínez, Matías;3,400,000;37
lanus;DEF;Araujo, Carlos;3,600,000;100
lanus;VOL;Ayala, Víctor;4,300,000;91
lanus;VOL;Astina, Marcos;1,600,000;6
lanus;VOL;González, Diego;3,500,000;94
lanus;VOL;Benítez, Oscar;3,600,000;34
lanus;VOL;Bella, Iván;2,400,000;5
lanus;VOL;Ortiz, Jorge;4,400,000;68
lanus;VOL;Pasquini, Nicolás;2,500,000;53
lanus;VOL;Bailone, Ignacio;700,000;0
lanus;VOL;Somoza, Leandro;4,300,000;72
lanus;DEL;Acosta, Lautaro;4,400,000;113
lanus;DEL;Melano, Lucas;3,400,000;29
lanus;DEL;V. Chamorro, Jorge;1,900,000;37
lanus;DEL;Silva, Santiago;7,500,000;61
lanus;DEL;Llinas, Matías;300,000;0
lanus;DEL;Romero, Silvio;5,100,000;173
newells;ARQ;Ustari, Oscar;5,000,000;92
newells;ARQ;Luis, Unsain;500,000;0
newells;ARQ;Hoyos, Lucas;2,600,000;0
newells;DEF;Cáceres, Marcos;4,700,000;21
newells;DEF;Casco, Milton;4,900,000;43
newells;DEF;Valle, Jonathan;700,000;0
newells;DEF;Corvalán, Claudio;2,500,000;41
newells;DEF;Díaz, Cristian;3,400,000;76
newells;DEF;Escobar, Franco;400,000;0
newells;DEF;Pollacchi, Maxi;500,000;0
newells;DEF;Fernández, Leandro;800,000;101
newells;DEF;Ortiz, Guillermo;2,700,000;30
newells;DEF;Beloso, Enzo;600,000;0
newells;DEF;López, Víctor;5,000,000;94
newells;VOL;Villalba, Hernán;3,500,000;40
newells;VOL;Bernardi, Lucas;5,500,000;86
newells;VOL;Figueroa, Víctor;5,100,000;44
newells;VOL;Mateo, Diego;4,300,000;44
newells;VOL;Torres, Carlos;300,000;0
newells;VOL;Silva, Iván;300,000;5
newells;VOL;Orzán, Horacio;3,500,000;22
newells;VOL;Faravelli, Lorenzo;3,600,000;23
newells;VOL;Castro, Alexis N.;5,000,000;6
newells;VOL;Rodríguez, Denis;300,000;0
newells;VOL;Rodríguez, Maxi;9,000,000;135
newells;VOL;Agüero, José;500,000;0
newells;VOL;Bustamante, Facundo;300,000;0
newells;DEL;Muñoz, Fabián;3,000,000;11
newells;DEL;Vieyra, Juan;800,000;0
newells;DEL;Tonso, Martín;4,300,000;19
newells;DEL;Isnaldo, Eugenio;1,200,000;18
newells;DEL;Scocco, Ignacio;7,000,000;48
newells;DEL;Fydriszewski, Francisco;500,000;19
newells;DEL;Tévez, Mauricio;500,000;79
newells;DEL;Figueroa, Leandro;400,000;12
newells;DEL;Ponce, Ezequiel;2,500,000;0
olimpo;ARQ;Champagne, Nereo;3,900,000;107
olimpo;ARQ;Bilbao, Emanuel;1,000,000;0
olimpo;ARQ;Viola, Ezequiel;400,000;0
olimpo;ARQ;Torres, Ignacio;500,000;0
olimpo;DEF;Achucarro, David;1,000,000;23
olimpo;DEF;Villanueva, Cristian;3,000,000;58
olimpo;DEF;Sills, Juan;2,900,000;73
olimpo;DEF;Parnisari, Ezequiel;2,600,000;39
olimpo;DEF;Furios, Iván;4,300,000;69
olimpo;DEF;Martínez, Adrián;2,400,000;97
olimpo;DEF;Moiraghi, Néstor;3,500,000;86
olimpo;VOL;Lincopan, Martín;600,000;0
olimpo;VOL;Mansilla, Jacobo;2,700,000;37
olimpo;VOL;Gil, Leonardo;3,700,000;75
olimpo;VOL;Blanco, Jonathan;2,900,000;76
olimpo;VOL;Olivares, Juan M.;2,800,000;43
olimpo;VOL;Otero, Alejandro;400,000;0
olimpo;VOL;Cuero, Mauricio;1,500,000;87
olimpo;VOL;Cobo, Juan;3,100,000;42
olimpo;VOL;Vega, David;2,500,000;47
olimpo;VOL;Sosa, Diego;800,000;4
olimpo;DEL;Tellas, Gabriel;1,000,000;0
olimpo;DEL;Gaona Lugo, Orlando;1,000,000;15
olimpo;DEL;Cerutti, Ezequiel;3,500,000;0
olimpo;DEL;Vuletich, Agustín;800,000;23
olimpo;DEL;Vidal, Norberto;500,000;9
olimpo;DEL;Susvielles, Joaquín;300,000;24
olimpo;DEL;Soñer, Javier;800,000;0
olimpo;DEL;Borja, Miguel;2,000,000;69
quilmes;ARQ;Acevedo, Gonzalo;500,000;0
quilmes;ARQ;Dulcich, Silvio;3,400,000;31
quilmes;ARQ;Benítez, Walter;800,000;59
quilmes;DEF;Serrano, Jorge;3,100,000;0
quilmes;DEF;Bontempo, Leonel;2,500,000;69
quilmes;DEF;Suárez, Lucas;500,000;42
quilmes;DEF;Alvarado, Leonardo;600,000;0
quilmes;DEF;Carli, Joel;3,100,000;69
quilmes;DEF;Martínez, Sebastián;3,800,000;58
quilmes;DEF;Leyes, Damián;3,300,000;0
quilmes;DEF;Alegre, Alan;2,200,000;53
quilmes;DEF;Cucco, Brian;1,700,000;6
quilmes;DEF;Fioramonti, Federico;400,000;0
quilmes;DEF;Cabral, Alejandro;300,000;2
quilmes;VOL;Romero, Sebastián;3,500,000;59
quilmes;VOL;López, Nicolás;300,000;28
quilmes;VOL;González, Arnaldo;2,200,000;54
quilmes;VOL;Zacaría, Jonathan;2,800,000;86
quilmes;VOL;Braña, Rodrigo;4,500,000;45
quilmes;VOL;Cáseres, Franco;300,000;14
quilmes;VOL;Martínez, Santiago;1,500,000;20
quilmes;VOL;Carrasco, Emiliano;1,600,000;57
quilmes;VOL;Cabrera, Nicolás;4,300,000;62
quilmes;VOL;Morales, Matías;2,000,000;7
quilmes;VOL;Pérez Godoy, Lucas;2,100,000;11
quilmes;VOL;Scifo, Adrián;1,900,000;57
quilmes;VOL;Sarmiento, Brian;800,000;91
quilmes;DEL;Klusener, Gonzalo;1,600,000;97
quilmes;DEL;Fernández, Adrián;2,600,000;52
quilmes;DEL;Hipperdinger, Sergio;900,000;21
quilmes;DEL;Montaño, Miguel;3,000,000;9
quilmes;DEL;Passerini, Lucas;400,000;0
quilmes;DEL;Torres, Jonathan;800,000;0
quilmes;DEL;Diellos, Diego;1,200,000;0
quilmes;DEL;Ciampichetti, Flavio;500,000;0
quilmes;DEL;Ilarregui, Francisco;300,000;10
quilmes;DEL;Vuanello, Genaro;500,000;5
Racing;ARQ;Musso, Juan;400,000;0
Racing;ARQ;Saja, Sebastián;6,200,000;136
Racing;ARQ;Ibáñez, Nelson;3,500,000;2
Racing;DEF;Cabral, Yonathan;1,300,000;95
Racing;DEF;Acevedo, Nelson;3,200,000;61
Racing;DEF;Bazán, Mauro;500,000;0
Racing;DEF;Voboril, Germán;2,700,000;12
Racing;DEF;Pillud, Iván;3,200,000;63
Racing;DEF;Campi, Gastón;2,300,000;0
Racing;DEF;Saveljich, Esteban;2,800,000;0
Racing;DEF;Lollo, Luciano;5,000,000;120
Racing;DEF;Alvarado, Pablo;3,500,000;0
Racing;DEF;Sánchez, Nicolás;4,000,000;16
Racing;DEF;Grimi, Leandro;4,200,000;83
Racing;DEF;Gómez, José Luis;2,200,000;0
Racing;DEF;García, Angel A.;1,000,000;0
Racing;VOL;Díaz, R. Gastón;3,800,000;106
Racing;VOL;Cerro, Francisco;3,300,000;19
Racing;VOL;Videla, Ezequiel;4,200,000;114
Racing;VOL;Melillo, Ezequiel;1,500,000;0
Racing;VOL;Villar, Diego;4,000,000;4
Racing;VOL;Bareiro, Lucas;300,000;0
Racing;VOL;Oroz, Nicolás;300,000;5
Racing;VOL;Pérez Guedes, Martín;3,300,000;0
Racing;VOL;Aued, Luciano;3,400,000;85
Racing;VOL;Acuña, Marcos;3,600,000;84
Racing;DEL;Castro, Facundo;500,000;0
Racing;DEL;Hauche, Gabriel;5,500,000;71
Racing;DEL;Castillón, Facundo;4,800,000;25
Racing;DEL;Rentería, Wason;3,800,000;4
Racing;DEL;Bou, Gustavo;3,000,000;143
Racing;DEL;Centurión, Ricardo;5,800,000;99
Racing;DEL;Milito, Diego;7,000,000;138
River;ARQ;Barovero, Marcelo;6,000,000;112
River;ARQ;Chiarini, Julio;3,200,000;13
River;ARQ;Batalla, Augusto;3,200,000;0
River;DEF;Rodríguez, Nicolás;400,000;0
River;DEF;Alvarez Balanta, E.;5,000,000;11
River;DEF;Abecasis, Luciano;2,000,000;0
River;DEF;Vega, Federico;400,000;0
River;DEF;Urribarri, Bruno;3,200,000;6
River;DEF;Cabrera, Víctor;300,000;0
River;DEF;Vega, Leandro;300,000;0
River;DEF;Pezzella, Germán;2,500,000;40
River;DEF;Mercado, Gabriel;5,800,000;103
River;DEF;Funes Mori, Ramiro;4,000,000;99
River;DEF;Mammana, Emanuel;500,000;10
River;DEF;Maidana, Jonatan;4,800,000;74
River;VOL;Martínez, Tomás;500,000;33
River;VOL;Cirigliano, Ezequiel;2,000,000;5
River;VOL;Rodríguez, Guido;300,000;26
River;VOL;Kranevitter, Claudio;3,300,000;46
River;VOL;Ferreyra, Osmar;2,300,000;7
River;VOL;Affranchino, Facundo;2,300,000;0
River;VOL;Aguirre, Martín;2,200,000;0
River;VOL;Vangioni, Leonel;3,700,000;70
River;VOL;Ponzio, Leonardo;5,000,000;41
River;VOL;Agüero, Emiliano;300,000;0
